sal_id,svc_id,org_id,org_name,service_name,location_name,category,what,eligibility,address_1,city,zip,lat,lon,service_area,phone,phone_label,phone2,phone2_label,phone2_source_url,website,availability,hours_text,flags,notice,status,checked_at_entry,entry_method,source_type,source_name,source_url,internal_note
sal_detroit_parks_heilmann_recreation_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Heilmann Recreation Center,Heilmann Recreation Center,rec.center,"City recreation center with a pool, gym, and weight room, plus senior and youth programs. Anyone can come in to cool off on hot days.","You need a membership for classes, the gym, and the pool. Ask at the front desk.",19601 Brock Ave,Detroit,48205,42.440027,-82.963144,,(313) 224-9334,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/heilmann-community-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_helen_moore_community_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Helen Moore Community Center,Helen Moore Community Center,rec.center,"City community center with a gym, weight room, reading room, and art room. Anyone can come in to cool off on hot days.",You need a membership for classes and the gym. Ask at the front desk.,11825 Dexter Ave,Detroit,48206,42.380429,-83.124686,,313-224-9303,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/helen-moore-community-center-ed-davis-park,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_joseph_walker_williams_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Joseph Walker Williams Center,Joseph Walker Williams Center,rec.center,"City recreation center with swimming, dance, and boxing. Anyone can come in to cool off on hot days.",You need a membership for classes and the pool. Ask at the front desk.,8431 Rosa Parks Blvd,Detroit,48206,42.371088,-83.095885,,(313) 628-2039,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/joseph-walker-williams-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_kemeny_recreation_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Kemeny Recreation Center,Kemeny Recreation Center,rec.center,"City recreation center with a gym, weight room, game room, and sports fields. Anyone can come in to cool off on hot days.",You need a membership for classes and the gym. Ask at the front desk.,2260 S Fort St,Detroit,48217,42.273491,-83.157997,,(313) 628-2819,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/kemeny-recreation-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_lasky_recreation_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Lasky Recreation Center,Lasky Recreation Center,rec.center,"City recreation center with a gym, weight room, boxing, and a track. Anyone can come in to cool off on hot days.",You need a membership for classes and the gym. Ask at the front desk.,13200 Fenelon,Detroit,48212,42.414047,-83.052597,,(313) 628-2030,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/lasky-recreation-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_northwest_activities_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Northwest Activities Center,Northwest Activities Center,rec.center,"City activities center with a pool, gym, and weight room. Anyone can come in to cool off on hot days.","You need a membership for classes, the gym, and the pool. Ask at the front desk.",18100 Meyers,Detroit,48235,42.422235,-83.170288,,313-578-7500,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/northwest-activities-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_detroit_parks_patton_community_center,,org_detroit_parks_and_recreation,Detroit Parks and Recreation,Patton Community Center,Patton Community Center,rec.center,"City community center with a pool, gym, senior room, and computers. Anyone can come in to cool off on hot days.","You need a membership for classes, the gym, and the pool. Ask at the front desk.",2301 Woodmere,Detroit,48209,42.308946,-83.137091,,(313) 628-2000,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,scheduled,,,,active,2026-09-23,web,seed_list,Detroit Parks and Recreation website,https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/patton-community-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_healthy_kidz_tindal_recreation_center,,org_healthy_kidz_inc,"Healthy Kidz, Inc.",Tindal Recreation Center,Tindal Recreation Center,rec.center,Recreation center run by a partner group for the City. Call for hours and programs.,,10301 W Seven Mile Rd,Detroit,48221,42.431267,-83.163674,,313-307-8869,,,,,https://detroitmi.gov/departments/detroit-parks-recreation,call_first,,,,active,2026-09-23,web,seed_list,"City of Detroit, Tindal Recreation Center page",https://detroitmi.gov/departments/detroit-parks-recreation/recreation-centers/tindal-recreation-center,"[2026-09-19] source page could not be read (bot protection); check by eye. [2026-09-23] Re-read in Kyle's Chrome by an AI agent (the nightly check cannot reach detroitmi.gov); phone and street still on the page. Was auto_check 2026-09-18. Kyle approves as steward (DECISIONS 2026-09-23, decision 1)."
sal_northwest_church_food_give_away,,org_northwest_church_of_christ,Northwest Church of Christ,Food give-away,"Food give-away, Northwest Church of Christ",food.pantry,Free fresh food at the church on give-away days.,,5151 Oakman Blvd,Detroit,48204,42.362380,-83.156901,,313-834-0562,,,,,https://www.northwestcofcdet.com/,call_first,"Their site says every 1st and 3rd Tuesday at noon, but its calendar shows other Tuesdays",,,active,2026-09-18,auto_check,seed_list,Northwest Church of Christ website,https://www.northwestcofcdet.com/event-details/forgotten-harvest-food-give-away-2026-08-11-12-00,
sal_straight_gate_drive_thru_food_pantry,,org_straight_gate_international_church,Straight Gate International Church,Drive-thru food pantry,"Drive-thru food pantry, Straight Gate International Church",food.pantry,Drive up and get free food. No one is turned away.,No qualifications needed.,10100 Grand River,Detroit,48204,42.370198,-83.142453,,313-491-8430,,,,,https://straightgate.net/,call_first,"1st and 4th Thursdays of each month, starting at 9am",,,active,2026-09-18,auto_check,seed_list,Straight Gate International Church website,https://straightgate.net/food-pantry,
sal_auntie_na_s_free_food_boxes,,org_auntie_na_s_village,Auntie Na's Village,Free food boxes,"Free food boxes, Auntie Na's Village",food.pantry,"A free box of food, plus free clothes and hygiene kits.",,12028 Yellowstone St,Detroit,48204,42.377459,-83.135296,,(313) 808-8940,,,,,https://www.auntienasvillage.org/,scheduled,,,,active,2026-09-18,auto_check,seed_list,Auntie Na's Village website,https://www.auntienasvillage.org/,
sal_detroit_community_dr_feleta_wilson_health_center,,org_detroit_community_health_connection,Detroit Community Health Connection,Dr. Feleta Wilson Health Center,Dr. Feleta Wilson Health Center,health.clinic,See a doctor or a dentist.,,6550 W Warren Ave,Detroit,48210,42.344950,-83.134687,,313-897-7700,Medical,313-361-3242,Dental,,https://www.dchcquality.org/,scheduled,,,,active,2026-09-19,auto_check,seed_list,Detroit Community Health Connection website,https://www.dchcquality.org/dr-feleta-wilson-health-center,
sal_american_indian_medical_clinic,,org_american_indian_health_and_family_servic,American Indian Health and Family Services,Medical clinic,"Medical clinic, American Indian Health and Family Services",health.clinic,Medical care and counseling.,Their site says they serve American Indian and Alaska Native people and other underserved people. Call to ask.,4880 Lawndale,Detroit,48210,42.327962,-83.147027,,(313) 846-6030,,,,,https://www.aihfs.org/,scheduled,,,,active,2026-09-18,auto_check,seed_list,American Indian Health and Family Services website,https://www.aihfs.org/,
sal_detroit_association_after_school_program,,org_detroit_association_of_black_organizatio,Detroit Association of Black Organizations,After school program,"After school program, Detroit Association of Black Organizations",youth,An after-school program for kids. The group also helps with food.,,12048 Grand River Ave,Detroit,48204,42.376703,-83.158581,,(313) 491-0003,,,,,https://dabodetroitinc.com/,call_first,,,,active,2026-09-18,auto_check,seed_list,Detroit Association of Black Organizations website,https://dabodetroitinc.com/,
sal_detroit_public_bowen_branch_library,,org_detroit_public_library,Detroit Public Library,Bowen Branch Library,Bowen Branch Library,rec.library,"Free computers, Wi-Fi, and books. A free place to sit inside.",,3648 W Vernor Hwy,Detroit,48216,42.323252,-83.088398,,(313) 481-1540,,,,,https://detroitpubliclibrary.org/,scheduled,,,,active,2026-09-18,auto_check,seed_list,Detroit Public Library website,https://detroitpubliclibrary.org/locations/bowen,
sal_st_peter_s_manna_community_meal,,org_st_peter_s_episcopal_church,St. Peter's Episcopal Church,Manna Community Meal,"Manna Community Meal, St. Peter's Episcopal Church",food.meal,A free hot breakfast.,,1950 Trumbull St,Detroit,48216,42.330753,-83.066414,,(313) 444-5143,,,,,https://www.stpetersdetroit.com/,scheduled,,,,active,2026-09-18,auto_check,seed_list,St. Peter's Episcopal Church website,https://www.stpetersdetroit.com/manna-meal,
sal_st_peter_s_corner_shower_and_laundry,,org_st_peter_s_episcopal_church,St. Peter's Episcopal Church,Corner Shower and Laundry,"Corner Shower and Laundry, St. Peter's Episcopal Church",hygiene.shower,A free shower and a place to wash your clothes.,All are welcome.,1950 Trumbull St,Detroit,48216,42.330753,-83.066414,,(313) 400-7040,,,,,https://www.stpetersdetroit.com/,scheduled,,,,active,2026-09-18,auto_check,seed_list,St. Peter's Episcopal Church website,https://www.stpetersdetroit.com/copy-of-ministries-2,
sal_st_frances_cabrini_clinic,,org_st_frances_cabrini_clinic,St. Frances Cabrini Clinic,Cabrini Clinic,Cabrini Clinic,health.clinic,Free health care if you have no insurance.,For people with no insurance or little money. Your immigration status does not matter.,1234 Porter St,Detroit,48226,42.329353,-83.061015,,313-961-7863,,,,,https://www.cabrini-clinic.org,scheduled,,,,active,2026-09-18,auto_check,seed_list,St. Frances Cabrini Clinic website,https://www.cabrini-clinic.org,
sal_loaves_and_ste_anne_pantry,,org_loaves_and_fishes_southwest_detroit,Loaves and Fishes Southwest Detroit,Ste. Anne Pantry,"Ste. Anne Pantry, Loaves and Fishes Southwest Detroit",food.pantry,Free groceries. Use the gray door on the parking lot side.,"For people who live in ZIP codes 48216 or 48209, and parish members.",1000 Ste Anne St,Detroit,48216,42.320029,-83.076624,,,,,,,https://loavesandfishesswdetroit.org/,scheduled,,,,active,2026-09-18,auto_check,seed_list,Loaves and Fishes Southwest Detroit website,https://loavesandfishesswdetroit.org/pantry-locations/,
